timestamp,open,high,low,close,volume
2025-10-17T16:00:00Z,3795.83,3849.13,3775.68,3825,261618.24
2025-10-17T20:00:00Z,3825,3881.58,3816.66,3829.68,124141.92
2025-10-18T00:00:00Z,3829.68,3880,3816.84,3868.21,104447.775
2025-10-18T04:00:00Z,3868.21,3925.98,3839.28,3890.4,168409.065
2025-10-18T08:00:00Z,3890.4,3903.25,3860.4,3881.31,71337.27
2025-10-18T12:00:00Z,3881.31,3892.28,3847.1,3876.17,66195.9
2025-10-18T16:00:00Z,3876.17,3897.5,3851.86,3892.38,43910.98
2025-10-18T20:00:00Z,3892.38,3908.43,3867.26,3886.88,48600.6
2025-10-19T00:00:00Z,3886.88,3905,3854.29,3903.97,48188.15
2025-10-19T04:00:00Z,3903.97,3919.35,3872.18,3886.7,51574.7
2025-10-19T08:00:00Z,3886.7,3957.02,3825.22,3922.18,297245.89
2025-10-19T12:00:00Z,3922.18,4000.63,3906.68,3977.2,149674.1
2025-10-19T16:00:00Z,3977.2,4025,3956.84,3983.2,134142.09
2025-10-19T20:00:00Z,3983.2,4028.88,3967.16,3980.24,84864.85
2025-10-20T00:00:00Z,3980.24,4038.4,3906.2,4025.39,166061.58
2025-10-20T04:00:00Z,4025.39,4083.53,4020.79,4052.16,116525.36
2025-10-20T08:00:00Z,4052.16,4069.78,4010,4033.41,109678.25
2025-10-20T12:00:00Z,4033.41,4048.85,4001.17,4003.1,112874.9
2025-10-20T16:00:00Z,4003.1,4003.1,3921,3979.26,216753.08
2025-10-20T20:00:00Z,3979.26,4001.93,3969,3977.71,49227.9
2025-10-21T00:00:00Z,3977.71,3984.9,3916.28,3921.38,91722.45
2025-10-21T04:00:00Z,3921.38,3921.38,3838.59,3890.59,161527.24
2025-10-21T08:00:00Z,3890.59,3896.74,3849.71,3888.79,97158.92
2025-10-21T12:00:00Z,3888.79,4083.61,3851.11,4079.85,440642.67
2025-10-21T16:00:00Z,4079.85,4108.31,3963,3994.19,316695.26
2025-10-21T20:00:00Z,3994.19,3999,3855.55,3871.4,199221.74
2025-10-22T00:00:00Z,3871.4,3888.08,3818.27,3858.54,107042.2
2025-10-22T04:00:00Z,3858.54,3883.33,3835.6,3866.7,93791.63
2025-10-22T08:00:00Z,3866.7,3866.89,3767.75,3828.01,260737.13
2025-10-22T12:00:00Z,3828.01,3876.38,3777.01,3838.86,434767.38
2025-10-22T16:00:00Z,3838.86,3860,3782.31,3802.59,209008.58
2025-10-22T20:00:00Z,3802.59,3815.61,3707.24,3803.8,348970.4
2025-10-23T00:00:00Z,3803.8,3834.35,3794.1,3825.43,95794.85
2025-10-23T04:00:00Z,3825.43,3896.56,3820.99,3879.06,97152.39
2025-10-23T08:00:00Z,3879.06,3903.36,3856.49,3861.15,107123.88
2025-10-23T12:00:00Z,3861.15,3885.68,3806.37,3875.16,203501.74
2025-10-23T16:00:00Z,3875.16,3934,3843,3857.8,208725.57
2025-10-23T20:00:00Z,3857.8,3858.7,3816.87,3854.9,117086.6
2025-10-24T00:00:00Z,3854.9,3894.08,3843.56,3888.99,83050.7
2025-10-24T04:00:00Z,3888.99,3986.78,3883.55,3946.71,188212.2
2025-10-24T08:00:00Z,3946.71,3967.57,3923.01,3944,104902.26
2025-10-24T12:00:00Z,3944,4026.17,3870,3886.95,421892.1
2025-10-24T16:00:00Z,3886.95,3936.6,3864.01,3924.18,183950.02
2025-10-24T20:00:00Z,3924.18,3943.5,3921.88,3932.79,45687.52
2025-10-25T00:00:00Z,3932.79,3937.2,3908.87,3919.33,45501.6
2025-10-25T04:00:00Z,3919.33,3958,3918.78,3927.13,89947.33
2025-10-25T08:00:00Z,3927.13,3955,3925.6,3938.3,78300.95
2025-10-25T12:00:00Z,3938.3,3954.89,3921.65,3931.47,61307.63
2025-10-25T16:00:00Z,3931.47,3967.43,3926.47,3955.9,69352.97
2025-10-25T20:00:00Z,3955.9,3962.89,3932.4,3951.91,39672.31
2025-10-26T00:00:00Z,3951.91,3959.98,3917.4,3930.35,54422.46
2025-10-26T04:00:00Z,3930.35,3955,3927.35,3949.89,19701.71
2025-10-26T08:00:00Z,3949.89,4054,3948.71,4043,217973.97
2025-10-26T12:00:00Z,4043,4097.65,4039,4072.69,204763.13
2025-10-26T16:00:00Z,4072.69,4078.26,4043.53,4065.79,68199.29
2025-10-26T20:00:00Z,4065.79,4178.04,4052.09,4156.91,212549.55
2025-10-27T00:00:00Z,4156.91,4223.1,4147.21,4201.55,137358.01
2025-10-27T04:00:00Z,4201.55,4251.56,4191.35,4198.7,148065.92
2025-10-27T08:00:00Z,4198.7,4198.89,4131.25,4160.54,162632.57
2025-10-27T12:00:00Z,4160.54,4187.34,4122.35,4171.69,183314.62
2025-10-27T16:00:00Z,4171.69,4231.99,4171.4,4191.58,124229.12
2025-10-27T20:00:00Z,4191.58,4193.57,4092.85,4118.17,156069.2
2025-10-28T00:00:00Z,4118.17,4140.59,4066.29,4092.99,121659.25
2025-10-28T04:00:00Z,4092.99,4126.44,4064.85,4115.7,80393.46
2025-10-28T08:00:00Z,4115.7,4135,4102.9,4111.5,70195.71
2025-10-28T12:00:00Z,4111.5,4174.11,4068.63,4095.62,265592.38
2025-10-28T16:00:00Z,4095.62,4149.14,4025,4037.99,193816.22
2025-10-28T20:00:00Z,4037.99,4040.81,3929.85,3978.33,223575.85
2025-10-29T00:00:00Z,3978.33,4007.77,3962.7,3996.48,77380.98
2025-10-29T04:00:00Z,3996.48,4035,3994.26,4022.78,79360.51
2025-10-29T08:00:00Z,4022.78,4024.82,3981.13,4009.58,81723.53
2025-10-29T12:00:00Z,4009.58,4028.04,3938.38,3950.51,194623.77
2025-10-29T16:00:00Z,3950.51,4017.59,3836.67,3902,813713.86
2025-10-29T20:00:00Z,3902,3962.33,3871.83,3900.8,103476.8
2025-10-30T00:00:00Z,3900.8,3947.31,3883,3932.56,61105.5
2025-10-30T04:00:00Z,3932.56,3943,3837.5,3938.15,191270.65
2025-10-30T08:00:00Z,3938.15,3938.16,3874.6,3879.27,80248.09
2025-10-30T12:00:00Z,3879.27,3882.99,3756.31,3772.17,350140.73
2025-10-30T16:00:00Z,3772.17,3800.96,3676.84,3685,281510.89
2025-10-30T20:00:00Z,3685,3804.88,3677.83,3802.6,144478.01
2025-10-31T00:00:00Z,3802.6,3858.55,3794.12,3827,118775.36
2025-10-31T04:00:00Z,3827,3871.23,3818.62,3828.91,114939.99
2025-10-31T08:00:00Z,3828.91,3881.12,3815.83,3870.79,88457.2
2025-10-31T12:00:00Z,3870.79,3885,3828.81,3858.14,181810.12
2025-10-31T16:00:00Z,3858.14,3904.29,3802.71,3884.2,258079.59
2025-10-31T20:00:00Z,3884.2,3891,3838.41,3846.33,57054.87
2025-11-01T00:00:00Z,3846.33,3862.87,3828.24,3859.79,44472.72
2025-11-01T04:00:00Z,3859.79,3867.86,3851.09,3858.51,35686.31
2025-11-01T08:00:00Z,3858.51,3881.97,3858.33,3875.51,44175.79
2025-11-01T12:00:00Z,3875.51,3901.27,3855,3892.62,63957.04
2025-11-01T16:00:00Z,3892.62,3907.33,3860.1,3878.34,63035.13
2025-11-01T20:00:00Z,3878.34,3889.86,3861.62,3871.88,31148.16
2025-11-02T00:00:00Z,3871.88,3885.47,3860.1,3878.74,23610.2
2025-11-02T04:00:00Z,3878.74,3916.44,3874.3,3904.07,64887.73
2025-11-02T08:00:00Z,3904.07,3909.09,3852.36,3888.66,108037.3
2025-11-02T12:00:00Z,3888.66,3892.35,3837.23,3852.33,116132.55
2025-11-02T16:00:00Z,3852.33,3866.6,3838.88,3855.18,58982.57
2025-11-02T20:00:00Z,3855.18,3915,3844,3905.21,89314.32
2025-11-03T00:00:00Z,3905.21,3913.11,3725.53,3734.8,262590.38
2025-11-03T04:00:00Z,3734.8,3764,3681.1,3713.49,188989.01
2025-11-03T08:00:00Z,3713.49,3740,3661.61,3710.04,232880.64
2025-11-03T12:00:00Z,3710.04,3746.59,3580.2,3587.58,497381.14
2025-11-03T16:00:00Z,3587.58,3681.11,3561.49,3629.55,256451.42
2025-11-03T20:00:00Z,3629.55,3635.27,3556.36,3602.02,211716.19
2025-11-04T00:00:00Z,3602.02,3652.55,3565.43,3640.15,150350.15
2025-11-04T04:00:00Z,3640.15,3646.04,3471.32,3492.31,589226.44
2025-11-04T08:00:00Z,3492.31,3532.58,3458.15,3526.91,258128.5
2025-11-04T12:00:00Z,3526.91,3585.85,3470.55,3505.65,343463.85
2025-11-04T16:00:00Z,3505.65,3518.88,3224.14,3229.18,732115.69
2025-11-04T20:00:00Z,3229.18,3303.72,3056.36,3284.97,1121729.99
2025-11-05T00:00:00Z,3284.97,3346.81,3164.62,3332.67,335138.53
2025-11-05T04:00:00Z,3332.67,3352.46,3301,3328.37,139639.17
2025-11-05T08:00:00Z,3328.37,3328.38,3273,3321.08,159444.68
2025-11-05T12:00:00Z,3321.08,3396,3310.93,3395,249207.27
2025-11-05T16:00:00Z,3395,3477.23,3367.59,3452.67,218941.6
2025-11-05T20:00:00Z,3452.67,3478.85,3412,3422.13,114186.94
2025-11-06T00:00:00Z,3422.13,3448.75,3372.26,3430.99,117435.78
2025-11-06T04:00:00Z,3430.99,3454.64,3362.79,3378.76,132859.89
2025-11-06T08:00:00Z,3378.76,3413.28,3365,3397.97,103462.45
2025-11-06T12:00:00Z,3397.97,3403.68,3276.69,3299.01,364552.49
2025-11-06T16:00:00Z,3299.01,3351.19,3244,3323.87,240059.18
2025-11-06T20:00:00Z,3323.87,3335.44,3285.5,3313.93,97870.14
2025-11-07T00:00:00Z,3313.93,3364.06,3273.57,3343.3,130328.76
2025-11-07T04:00:00Z,3343.3,3369.42,3317.81,3356.13,78547.05
2025-11-07T08:00:00Z,3356.13,3358.82,3223.42,3257.99,163579.5
2025-11-07T12:00:00Z,3257.99,3316.66,3192.04,3295.26,312015.78
2025-11-07T16:00:00Z,3295.26,3448.35,3271.9,3441.42,255658.27
2025-11-07T20:00:00Z,3441.42,3470.96,3427.44,3433.94,114315.4
2025-11-08T00:00:00Z,3433.94,3465.96,3405.15,3451.87,87049.73
2025-11-08T04:00:00Z,3451.87,3486.07,3417,3446.57,141423.45
2025-11-08T08:00:00Z,3446.57,3469,3405.36,3411.81,99057.32
2025-11-08T12:00:00Z,3411.81,3416.93,3368.69,3375.29,122231.71
2025-11-08T16:00:00Z,3375.29,3406.25,3353.46,3387.38,134671.42
