timestamp,open,high,low,close,volume
2022-01-01T00:00:00Z,3676.01,3747.78,3676.01,3722.07,116271.787
2022-01-01T04:00:00Z,3722.07,3764.03,3701.16,3714.77,141654.520
2022-01-01T08:00:00Z,3714.77,3733.33,3671.86,3692.08,150783.679
2022-01-01T12:00:00Z,3692.09,3744.99,3690.78,3723.98,126802.578
2022-01-01T16:00:00Z,3723.98,3765.00,3716.43,3745.22,121449.659
2022-01-01T20:00:00Z,3745.22,3776.33,3737.41,3763.06,98657.570
2022-01-02T00:00:00Z,3763.05,3770.00,3740.03,3756.54,73133.431
2022-01-02T04:00:00Z,3756.64,3759.75,3714.48,3745.52,92299.056
2022-01-02T08:00:00Z,3745.53,3769.25,3730.50,3742.48,80636.325
2022-01-02T12:00:00Z,3742.46,3790.43,3728.20,3776.17,118529.543
2022-01-02T16:00:00Z,3776.18,3860.00,3770.56,3797.01,293953.888
2022-01-02T20:00:00Z,3797.01,3838.25,3792.09,3826.21,81527.187
2022-01-03T00:00:00Z,3826.10,3826.97,3772.85,3784.10,115349.784
2022-01-03T04:00:00Z,3784.10,3821.99,3778.25,3806.97,85813.346
2022-01-03T08:00:00Z,3806.96,3844.67,3790.01,3832.51,132361.771
2022-01-03T12:00:00Z,3832.51,3850.00,3775.00,3782.30,218422.155
2022-01-03T16:00:00Z,3782.29,3792.81,3732.20,3737.57,219012.898
2022-01-03T20:00:00Z,3737.45,3775.86,3680.00,3764.07,228919.399
2022-01-04T00:00:00Z,3764.07,3772.00,3711.00,3742.67,123831.971
2022-01-04T04:00:00Z,3742.66,3763.18,3726.45,3761.92,100104.249
2022-01-04T08:00:00Z,3761.91,3840.72,3755.23,3836.19,236747.954
2022-01-04T12:00:00Z,3836.19,3893.19,3815.00,3849.02,291036.175
2022-01-04T16:00:00Z,3849.02,3863.82,3756.71,3812.00,367061.077
2022-01-04T20:00:00Z,3812.00,3833.39,3784.10,3785.60,134999.264
2022-01-05T00:00:00Z,3785.60,3827.00,3767.00,3808.70,117269.804
2022-01-05T04:00:00Z,3808.67,3822.63,3797.00,3816.32,70794.241
2022-01-05T08:00:00Z,3816.32,3847.18,3780.01,3790.85,169165.759
2022-01-05T12:00:00Z,3790.86,3833.55,3762.42,3819.25,252397.390
2022-01-05T16:00:00Z,3819.25,3821.70,3638.00,3653.62,416255.283
