timestamp,open,high,low,close,volume
2022-01-01T00:00:00Z,46210.57,46944.56,46210.55,46789.56,24921.419
2022-01-01T04:00:00Z,46789.55,47566.66,46605.00,47186.83,34840.019
2022-01-01T08:00:00Z,47186.83,47338.00,46700.09,46755.01,29421.287
2022-01-01T12:00:00Z,46755.01,47488.64,46755.01,47194.78,28293.730
2022-01-01T16:00:00Z,47194.77,47943.77,47157.59,47326.98,38466.496
2022-01-01T20:00:00Z,47326.99,47813.43,47202.47,47704.35,23490.633
2022-01-02T00:00:00Z,47704.35,47745.61,47263.28,47330.75,20840.181
2022-01-02T04:00:00Z,47330.76,47418.65,46749.99,47171.04,31316.560
2022-01-02T08:00:00Z,47171.39,47500.00,46963.66,47231.30,22208.407
2022-01-02T12:00:00Z,47231.29,47453.05,47002.47,47329.68,26792.140
2022-01-02T16:00:00Z,47329.68,48000.00,46605.68,46908.29,63863.450
2022-01-02T20:00:00Z,46908.66,47469.46,46815.75,47280.00,19774.355
2022-01-03T00:00:00Z,47280.01,47288.28,46717.26,46802.86,26291.881
2022-01-03T04:00:00Z,46802.86,47217.37,46750.00,47041.11,21333.244
2022-01-03T08:00:00Z,47042.77,47436.26,46777.00,47364.11,33235.580
2022-01-03T12:00:00Z,47364.11,47575.22,46560.00,46689.99,57712.063
2022-01-03T16:00:00Z,46689.99,46800.00,46260.40,46364.55,49363.789
2022-01-03T20:00:00Z,46364.56,46579.28,45665.40,46445.81,56845.236
2022-01-04T00:00:00Z,46445.80,46550.00,45931.61,46313.95,30816.389
2022-01-04T04:00:00Z,46313.95,46550.89,46020.50,46521.68,28851.557
2022-01-04T08:00:00Z,46521.69,46750.00,46270.54,46709.98,37737.680
2022-01-04T12:00:00Z,46709.97,47524.36,46390.84,46925.28,68631.828
2022-01-04T16:00:00Z,46925.28,46986.54,45445.57,46058.09,92895.654
2022-01-04T20:00:00Z,46058.09,46430.38,45750.00,45833.42,33216.642
2022-01-05T00:00:00Z,45833.41,46580.00,45710.23,46409.76,28814.127
2022-01-05T04:00:00Z,46412.87,46537.00,46243.10,46399.33,18289.792
2022-01-05T08:00:00Z,46399.34,47075.29,46095.40,46271.93,54891.578
2022-01-05T12:00:00Z,46271.93,46820.83,45900.00,46611.46,81299.270
2022-01-05T16:00:00Z,46611.47,46670.00,44128.22,44673.22,128210.848
2022-01-05T20:00:00Z,44671.93,44835.00,42270.00,43421.69,173971.954
2022-01-06T00:00:00Z,43421.70,43766.00,42801.00,42817.38,56177.064
2022-01-06T04:00:00Z,42821.05,43258.82,42566.73,43222.22,53675.887
2022-01-06T08:00:00Z,43222.22,43253.23,42385.83,42865.15,59278.161
2022-01-06T12:00:00Z,42865.14,43228.73,42629.75,42947.79,61959.766
2022-01-06T16:00:00Z,42947.78,43488.48,42742.00,43409.03,42221.222
2022-01-06T20:00:00Z,43409.03,43564.78,43000.00,43080.01,26197.751
2022-01-07T00:00:00Z,43080.01,43135.00,41500.00,41789.97,72499.775
2022-01-07T04:00:00Z,41789.97,41931.00,40900.00,41691.61,96980.039
2022-01-07T08:00:00Z,41699.41,42960.00,41601.96,42249.99,61787.693
2022-01-07T12:00:00Z,42250.00,42791.45,40456.56,41297.41,131096.797
2022-01-07T16:00:00Z,41297.14,42345.81,40900.00,41764.32,79067.223
2022-01-07T20:00:00Z,41763.67,42056.36,41300.00,41553.86,31783.322
2022-01-08T00:00:00Z,41553.87,42247.36,41553.86,41796.03,33066.323
2022-01-08T04:00:00Z,41796.03,41988.67,41711.35,41902.21,16857.004
2022-01-08T08:00:00Z,41902.21,42191.84,41747.64,41918.02,32638.282
